Cities,Cause_category,Cause_Subcategory,Outcome_of_incident,Count,Age
Chennai,Traffic Violation,Use of Mobile Phone,Total number of Accidents,206,57
Chennai,Traffic Violation,Use of Mobile Phone,Persons Killed,6,63
Chennai,Traffic Violation,Use of Mobile Phone,Total Injured,280,16
Coimbatore,Traffic Violation,Driving on Wrong side,Greviously Injured,0,22
Coimbatore,Traffic Violation,Driving on Wrong side,Minor Injury,9,30
Coimbatore,Traffic Violation,Driving on Wrong side,Total number of Accidents,7,40
Coimbatore,Traffic Violation,Driving on Wrong side,Persons Killed,0,23
Coimbatore,Traffic Violation,Driving on Wrong side,Total Injured,9,41
Coimbatore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,5,79
Coimbatore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,4,74
Coimbatore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,10,52
Coimbatore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0,14
Coimbatore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,9,24
Coimbatore,Traffic Violation,Jumping Red Light,Greviously Injured,0,54
Coimbatore,Traffic Violation,Jumping Red Light,Minor Injury,0,39
Coimbatore,Traffic Violation,Jumping Red Light,Total number of Accidents,0,32
Coimbatore,Traffic Violation,Jumping Red Light,Persons Killed,0,18
Coimbatore,Traffic Violation,Jumping Red Light,Total Injured,0,76
Coimbatore,Traffic Violation,Others,Greviously Injured,0,71
Coimbatore,Traffic Violation,Others,Minor Injury,0,33
Coimbatore,Traffic Violation,Others,Total number of Accidents,0,17
Coimbatore,Traffic Violation,Others,Persons Killed,0,35
Coimbatore,Traffic Violation,Others,Total Injured,0,54
Coimbatore,Traffic Violation,Over,Greviously Injured,342,59
Coimbatore,Traffic Violation,Over,Minor Injury,362,81
Coimbatore,Traffic Violation,Over,Total number of Accidents,690,20
Coimbatore,Traffic Violation,Over,Persons Killed,65,72
Coimbatore,Traffic Violation,Over,Total Injured,704,28
Coimbatore,Traffic Violation,Use of Mobile Phone,Greviously Injured,0,84
Coimbatore,Traffic Violation,Use of Mobile Phone,Minor Injury,0,79
Coimbatore,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0,84
Coimbatore,Traffic Violation,Use of Mobile Phone,Persons Killed,0,40
Coimbatore,Traffic Violation,Use of Mobile Phone,Total Injured,0,16
Delhi,Traffic Violation,Driving on Wrong side,Greviously Injured,27,35
Delhi,Traffic Violation,Driving on Wrong side,Minor Injury,247,58
Delhi,Traffic Violation,Driving on Wrong side,Total number of Accidents,287,85
Delhi,Traffic Violation,Driving on Wrong side,Persons Killed,60,28
Delhi,Traffic Violation,Driving on Wrong side,Total Injured,274,52
Delhi,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,8,53
Delhi,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,131,51
Delhi,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,143,17
Delhi,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,36,64
Delhi,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,139,70
Delhi,Traffic Violation,Jumping Red Light,Greviously Injured,15,86
Delhi,Traffic Violation,Jumping Red Light,Minor Injury,213,29
Delhi,Traffic Violation,Jumping Red Light,Total number of Accidents,252,44
Delhi,Traffic Violation,Jumping Red Light,Persons Killed,78,27
Delhi,Traffic Violation,Jumping Red Light,Total Injured,228,20
Delhi,Traffic Violation,Others,Greviously Injured,98,75
Delhi,Traffic Violation,Others,Minor Injury,1863,51
Delhi,Traffic Violation,Others,Total number of Accidents,2150,20
Delhi,Traffic Violation,Others,Persons Killed,511,23
Delhi,Traffic Violation,Others,Total Injured,1961,12
Delhi,Traffic Violation,Over,Greviously Injured,59,21
Delhi,Traffic Violation,Over,Minor Injury,927,54
Delhi,Traffic Violation,Over,Total number of Accidents,1260,50
Delhi,Traffic Violation,Over,Persons Killed,488,52
Delhi,Traffic Violation,Over,Total Injured,986,55
Delhi,Traffic Violation,Use of Mobile Phone,Greviously Injured,5,87
Delhi,Traffic Violation,Use of Mobile Phone,Minor Injury,69,77
Delhi,Traffic Violation,Use of Mobile Phone,Total number of Accidents,86,24
Delhi,Traffic Violation,Use of Mobile Phone,Persons Killed,23,11
Delhi,Traffic Violation,Use of Mobile Phone,Total Injured,74,22
Dhanbad,Traffic Violation,Driving on Wrong side,Greviously Injured,6,36
Dhanbad,Traffic Violation,Driving on Wrong side,Minor Injury,3,53
Dhanbad,Traffic Violation,Driving on Wrong side,Total number of Accidents,14,34
Dhanbad,Traffic Violation,Driving on Wrong side,Persons Killed,8,35
Dhanbad,Traffic Violation,Driving on Wrong side,Total Injured,9,30
Dhanbad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,19,26
Dhanbad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,8,81
Dhanbad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,48,38
Dhanbad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,23,74
Dhanbad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,27,24
Dhanbad,Traffic Violation,Jumping Red Light,Greviously Injured,4,73
Dhanbad,Traffic Violation,Jumping Red Light,Minor Injury,3,77
Dhanbad,Traffic Violation,Jumping Red Light,Total number of Accidents,8,67
Dhanbad,Traffic Violation,Jumping Red Light,Persons Killed,2,25
Dhanbad,Traffic Violation,Jumping Red Light,Total Injured,7,86
Dhanbad,Traffic Violation,Others,Greviously Injured,3,40
Dhanbad,Traffic Violation,Others,Minor Injury,2,11
Dhanbad,Traffic Violation,Others,Total number of Accidents,9,11
Dhanbad,Traffic Violation,Others,Persons Killed,6,49
Dhanbad,Traffic Violation,Others,Total Injured,5,62
Dhanbad,Traffic Violation,Over,Greviously Injured,39,43
Dhanbad,Traffic Violation,Over,Minor Injury,10,84
Dhanbad,Traffic Violation,Over,Total number of Accidents,83,30
Dhanbad,Traffic Violation,Over,Persons Killed,41,68
Dhanbad,Traffic Violation,Over,Total Injured,49,32
Dhanbad,Traffic Violation,Use of Mobile Phone,Greviously Injured,1,74
Dhanbad,Traffic Violation,Use of Mobile Phone,Minor Injury,0,78
Dhanbad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,2,11
Dhanbad,Traffic Violation,Use of Mobile Phone,Persons Killed,3,68
Dhanbad,Traffic Violation,Use of Mobile Phone,Total Injured,1,48
Faridabad,Traffic Violation,Driving on Wrong side,Greviously Injured,0,36
Faridabad,Traffic Violation,Driving on Wrong side,Minor Injury,0,18
Faridabad,Traffic Violation,Driving on Wrong side,Total number of Accidents,0,42
Faridabad,Traffic Violation,Driving on Wrong side,Persons Killed,0,71
Faridabad,Traffic Violation,Driving on Wrong side,Total Injured,0,34
Faridabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0,28
Faridabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,1,15
Faridabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,1,19
Faridabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0,31
Faridabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,1,22
Faridabad,Traffic Violation,Jumping Red Light,Greviously Injured,0,65
Faridabad,Traffic Violation,Jumping Red Light,Minor Injury,0,65
Faridabad,Traffic Violation,Jumping Red Light,Total number of Accidents,0,26
Faridabad,Traffic Violation,Jumping Red Light,Persons Killed,0,19
Faridabad,Traffic Violation,Jumping Red Light,Total Injured,0,33
Faridabad,Traffic Violation,Others,Greviously Injured,0,73
Faridabad,Traffic Violation,Others,Minor Injury,0,62
Faridabad,Traffic Violation,Others,Total number of Accidents,0,35
Faridabad,Traffic Violation,Others,Persons Killed,0,69
Faridabad,Traffic Violation,Others,Total Injured,0,47
Faridabad,Traffic Violation,Over,Greviously Injured,65,66
Faridabad,Traffic Violation,Over,Minor Injury,355,30
Faridabad,Traffic Violation,Over,Total number of Accidents,488,69
Faridabad,Traffic Violation,Over,Persons Killed,195,52
Faridabad,Traffic Violation,Over,Total Injured,420,15
Faridabad,Traffic Violation,Use of Mobile Phone,Greviously Injured,0,39
Faridabad,Traffic Violation,Use of Mobile Phone,Minor Injury,0,64
Faridabad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0,77
Faridabad,Traffic Violation,Use of Mobile Phone,Persons Killed,0,51
Faridabad,Traffic Violation,Use of Mobile Phone,Total Injured,0,12
Ghaziabad,Traffic Violation,Driving on Wrong side,Greviously Injured,27,59
Ghaziabad,Traffic Violation,Driving on Wrong side,Minor Injury,13,35
Ghaziabad,Traffic Violation,Driving on Wrong side,Total number of Accidents,67,45
Ghaziabad,Traffic Violation,Driving on Wrong side,Persons Killed,29,42
Ghaziabad,Traffic Violation,Driving on Wrong side,Total Injured,40,22
Ghaziabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,3,27
Ghaziabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,1,60
Ghaziabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,7,77
Ghaziabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,4,84
Ghaziabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,4,60
Ghaziabad,Traffic Violation,Jumping Red Light,Greviously Injured,3,60
Ghaziabad,Traffic Violation,Jumping Red Light,Minor Injury,2,59
Ghaziabad,Traffic Violation,Jumping Red Light,Total number of Accidents,8,34
Ghaziabad,Traffic Violation,Jumping Red Light,Persons Killed,4,41
Ghaziabad,Traffic Violation,Jumping Red Light,Total Injured,5,41
Ghaziabad,Traffic Violation,Others,Greviously Injured,114,45
Ghaziabad,Traffic Violation,Others,Minor Injury,71,25
Ghaziabad,Traffic Violation,Others,Total number of Accidents,271,36
Ghaziabad,Traffic Violation,Others,Persons Killed,135,68
Ghaziabad,Traffic Violation,Others,Total Injured,185,40
Ghaziabad,Traffic Violation,Over,Greviously Injured,148,22
Ghaziabad,Traffic Violation,Over,Minor Injury,81,78
Ghaziabad,Traffic Violation,Over,Total number of Accidents,351,19
Ghaziabad,Traffic Violation,Over,Persons Killed,152,37
Ghaziabad,Traffic Violation,Over,Total Injured,229,76
Ghaziabad,Traffic Violation,Use of Mobile Phone,Greviously Injured,2,39
Ghaziabad,Traffic Violation,Use of Mobile Phone,Minor Injury,0,26
Ghaziabad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,4,64
Ghaziabad,Traffic Violation,Use of Mobile Phone,Persons Killed,2,24
Ghaziabad,Traffic Violation,Use of Mobile Phone,Total Injured,2,46
Gwalior,Traffic Violation,Driving on Wrong side,Greviously Injured,9,34
Gwalior,Traffic Violation,Driving on Wrong side,Minor Injury,93,68
Gwalior,Traffic Violation,Driving on Wrong side,Total number of Accidents,161,51
Gwalior,Traffic Violation,Driving on Wrong side,Persons Killed,17,58
Gwalior,Traffic Violation,Driving on Wrong side,Total Injured,102,36
Gwalior,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0,61
Gwalior,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,0,74
Gwalior,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,0,80
Gwalior,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0,23
Gwalior,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,0,54
Gwalior,Traffic Violation,Jumping Red Light,Greviously Injured,0,56
Gwalior,Traffic Violation,Jumping Red Light,Minor Injury,0,54
Gwalior,Traffic Violation,Jumping Red Light,Total number of Accidents,0,66
Gwalior,Traffic Violation,Jumping Red Light,Persons Killed,0,25
Gwalior,Traffic Violation,Jumping Red Light,Total Injured,0,75
Gwalior,Traffic Violation,Others,Greviously Injured,11,58
Gwalior,Traffic Violation,Others,Minor Injury,228,40
Gwalior,Traffic Violation,Others,Total number of Accidents,346,76
Gwalior,Traffic Violation,Others,Persons Killed,57,40
Gwalior,Traffic Violation,Others,Total Injured,239,14
Gwalior,Traffic Violation,Over,Greviously Injured,75,85
Gwalior,Traffic Violation,Over,Minor Injury,913,56
Gwalior,Traffic Violation,Over,Total number of Accidents,1292,48
Gwalior,Traffic Violation,Over,Persons Killed,242,59
Gwalior,Traffic Violation,Over,Total Injured,988,86
Gwalior,Traffic Violation,Use of Mobile Phone,Greviously Injured,0,22
Gwalior,Traffic Violation,Use of Mobile Phone,Minor Injury,0,65
Gwalior,Traffic Violation,Use of Mobile Phone,Total number of Accidents,0,11
Gwalior,Traffic Violation,Use of Mobile Phone,Persons Killed,0,28
Gwalior,Traffic Violation,Use of Mobile Phone,Total Injured,0,16
Hyderabad,Traffic Violation,Driving on Wrong side,Greviously Injured,2,11
Hyderabad,Traffic Violation,Driving on Wrong side,Minor Injury,54,43
Hyderabad,Traffic Violation,Driving on Wrong side,Total number of Accidents,55,44
Hyderabad,Traffic Violation,Driving on Wrong side,Persons Killed,4,76
Hyderabad,Traffic Violation,Driving on Wrong side,Total Injured,56,50
Hyderabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0,34
Hyderabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,44,26
Hyderabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,37,39
Hyderabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,3,66
Hyderabad,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,44,29
Hyderabad,Traffic Violation,Jumping Red Light,Greviously Injured,0,23
Hyderabad,Traffic Violation,Jumping Red Light,Minor Injury,70,86
Hyderabad,Traffic Violation,Jumping Red Light,Total number of Accidents,68,36
Hyderabad,Traffic Violation,Jumping Red Light,Persons Killed,4,49
Hyderabad,Traffic Violation,Jumping Red Light,Total Injured,70,66
Hyderabad,Traffic Violation,Others,Greviously Injured,4,43
Hyderabad,Traffic Violation,Others,Minor Injury,99,29
Hyderabad,Traffic Violation,Others,Total number of Accidents,108,39
Hyderabad,Traffic Violation,Others,Persons Killed,10,74
Hyderabad,Traffic Violation,Others,Total Injured,103,58
Hyderabad,Traffic Violation,Over,Greviously Injured,91,80
Hyderabad,Traffic Violation,Over,Minor Injury,1516,75
Hyderabad,Traffic Violation,Over,Total number of Accidents,1785,87
Hyderabad,Traffic Violation,Over,Persons Killed,233,16
Hyderabad,Traffic Violation,Over,Total Injured,1607,12
Hyderabad,Traffic Violation,Use of Mobile Phone,Greviously Injured,0,67
Hyderabad,Traffic Violation,Use of Mobile Phone,Minor Injury,12,68
Hyderabad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,11,38
Hyderabad,Traffic Violation,Use of Mobile Phone,Persons Killed,0,39
Hyderabad,Traffic Violation,Use of Mobile Phone,Total Injured,12,79
Indore,Traffic Violation,Driving on Wrong side,Greviously Injured,0,35
Indore,Traffic Violation,Driving on Wrong side,Minor Injury,0,44
Indore,Traffic Violation,Driving on Wrong side,Total number of Accidents,0,68
Indore,Traffic Violation,Driving on Wrong side,Persons Killed,0,75
Indore,Traffic Violation,Driving on Wrong side,Total Injured,0,78
Indore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Greviously Injured,0,44
Indore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Minor Injury,3,24
Indore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total number of Accidents,4,17
Indore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Persons Killed,0,19
Indore,Traffic Violation,Drunken Driving/ Consumption of alcohol and drug,Total Injured,3,34
Indore,Traffic Violation,Jumping Red Light,Greviously Injured,0,87
Indore,Traffic Violation,Jumping Red Light,Minor Injury,0,52
Indore,Traffic Violation,Jumping Red Light,Total number of Accidents,0,43
Indore,Traffic Violation,Jumping Red Light,Persons Killed,0,60
Indore,Traffic Violation,Jumping Red Light,Total Injured,0,48
Indore,Traffic Violation,Others,Greviously Injured,0,18
Indore,Traffic Violation,Others,Minor Injury,0,58
Indore,Traffic Violation,Others,Total number of Accidents,0,11
Indore,Traffic Violation,Others,Persons Killed,0,84
Indore,Traffic Violation,Others,Total Injured,0,39
Indore,Traffic Violation,Over,Greviously Injured,222,45
Indore,Traffic Violation,Over,Minor Injury,2423,67
Indore,Traffic Violation,Over,Total number of Accidents,3032,58
Indore,Traffic Violation,Over,Persons Killed,459,14
Indore,Traffic Violation,Over,Total Injured,2645,45
Indore,Traffic Violation,Use of Mobile Phone,Greviously Injured,0,85
